original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
389,https://wg21.link/lwg3110,2025-11-03 17:11:58,success,,Contiguous Iterators,Standard Template Library (STL),C++,,,Random-Access Iterators,Behavior Change,"Contiguous iterators were defined in terms of general iterators, which led to inconsistencies with the requirement of random-access iterators described in the defining expressions. The change aligns the definition of contiguous iterators with the original intent, which was to consider them as a refinement of random-access iterators.",https://cplusplus.github.io/LWG/issues/3110
386,https://wg21.link/lwg3375,2025-11-03 17:11:58,success,,viewable_range,range.refinements,C++,C++14 (implicit due to reference to decay_t limitations),C++20,view<remove_cvref_t<T>>,API Deprecation,"The use of decay_t is obsolete due to its limitations in capturing all valid type modifications. This change is motivated by the introduction of remove_cvref_t in later C++ standards, which provides more functionality, resolves observable subsumption differences, and simplifies the concept definition.",https://cplusplus.github.io/LWG/lwg-active.html#3375
390,https://wg21.link/lwg3213,2025-11-03 17:11:59,success,,for_each_n,Standard C++ Library,C++,,,,Parameter Change,Added missing requirements for Size parameter to ensure it is convertible to an integral type.,https://cplusplus.github.io/LWG/issues/3213.html
391,https://wg21.link/lwg3299,2025-11-03 17:12:01,success,,"ranges::iter_move, ranges::iter_swap",Standard Library,C++,C++20,,,Behavior Change,"To prevent users from customizing behavior for pointers to program-defined types, ensuring well-defined semantics for existing types like pointers.",https://cplusplus.github.io/LWG/lwg-active.html#3299
392,https://wg21.link/lwg3377,2025-11-03 17:12:03,success,,elements_view::iterator,std::ranges,C++,,,,Behavior Change,The synopsis of the exposition-only class template `elements_view::iterator` included a `friend` relationship that is inconsistent with Library specifications. This change was made to strike the friend declaration for consistency and to allow implementers to decide access to private data.,https://cplusplus.github.io/LWG/issue3377
393,https://wg21.link/lwg2840,2025-11-03 17:12:03,success,,directory_iterator::increment,std::filesystem,C++,LWG 3013 (for noexcept removal),,,Behavior Change,"The behavior of `increment` on nondereferenceable iterators was narrow-contract but marked `noexcept`, which caused undefined behavior.",https://cplusplus.github.io/LWG/issues/2840
394,https://wg21.link/lwg3001,2025-11-03 17:12:04,success,,weak_ptr::element_type,std::experimental,C++,,,remove_extent_t<T>,Behavior Change,"Consistency between weak_ptr and shared_ptr API, as the element_type definition for weak_ptr was unintentionally lost during the adoption of Library Fundamentals components in C++17.",https://wg21.link/P0414R2
398,https://wg21.link/lwg3379,2025-11-03 17:12:05,success,,"['safe_range', 'enable_safe_range', 'safe_iterator_t', 'safe_subrange_t']",ranges.syn,C++,C++20,,"['borrowed_range', 'enable_borrowed_range', 'borrowed_iterator_t', 'borrowed_subrange_t']",API Deprecation,"The term 'safe' was considered misleading and inappropriate as it does not align with the intended meaning and connotations in specific domains. The names aim to avoid confusion by reflecting the nature of 'borrowed' iterators and ranges, which are not lifetime-bound to the adapting range.",https://cplusplus.github.io/LWG/issues/3379
395,https://wg21.link/lwg3111,2025-11-03 17:12:04,success,,basic_string,standard library (C++ STL),C++,,,,Behavior Change,"The original precondition on the `basic_string` constructor was too strong, preventing the use of `{nullptr, 0}` to represent empty strings. This caused issues with interoperation with other containers that allow null pointers for empty sequences.",https://cplusplus.github.io/LWG/issue3111
397,https://wg21.link/lwg3300,2025-11-03 17:12:05,success,,ssize,iterator.range,C++,,,,Behavior Change,"The overload of `ssize` was underconstrained, leading to potential issues with invalid types being used as arguments to `make_signed_t`. The changes mandate that `decltype(c.size())` must be an integral or enumeration type other than `bool` to align with preconditions of `make_signed_t`.",https://cplusplus.github.io/LWG/lwg-active.html#3300
396,https://wg21.link/lwg3218,2025-11-03 17:12:05,success,,%d parse flag,time,C++,,,%Od parse flag,Behavior Change,"The '%d' parse flag was inconsistent with the POSIX strftime specification and format functions. '%Ed' was incorrectly documented and implemented instead of '%Od', which aligns with POSIX standards.",https://cplusplus.github.io/LWG/issues/3218
399,https://wg21.link/lwg2841,2025-11-03 17:12:08,success,,basic_string,N/A,C++,,,,Behavior Change,Clarification of effects and return values using 'Equivalent to' wording for better consistency in the standard library.,Library Active Issues List (Issue 2841) snapshot: https://cplusplus.github.io/LWG/issues/2841
400,https://wg21.link/lwg3004,2025-11-03 17:12:09,success,,capacity,std::string and std::vector,C++,,,,Performance Optimization,Adding explicit time complexity specification for the `capacity()` function to ensure implementation consistency and alignment with related operations (`data()` and `size()`) that have constant time complexity.,https://www.open-std.org/jtc1/sc22/wg21/docs/lwg-issues.html#3004
404,https://wg21.link/lwg3380,2025-11-03 17:12:11,success,,common_type,[meta.trans.other],C++,C++20,,,Behavior Change,"After the adoption of proposal P1959R0 in Belfast, `std::strong_equality` is no longer relevant. Thus, the behavior of `common_type` was updated to simplify and align with standard practices.",https://cplusplus.github.io/LWG/issue3380
402,https://wg21.link/lwg3221,2025-11-03 17:12:11,success,,operator+() for year_month and months,std::chrono,C++,,,,Behavior Change,"The result of `year_month + months` arithmetic operations was ambiguous according to the specification, causing unclear behavior in certain scenarios.",https://cplusplus.github.io/LWG/issue3221
401,https://wg21.link/lwg3112,2025-11-03 17:12:10,success,,"['system_error', 'filesystem_error']",Standard Library,C++,,,,Behavior Change,The constructors of `system_error` and `filesystem_error` taking a string (std::string what_arg) were modified to meet their postconditions more robustly by handling cases where `what_arg` contains an embedded null character. This was done by utilizing `string_view` instead of `string` for postcondition checks.,https://cplusplus.github.io/LWG/issue3112
403,https://wg21.link/lwg3301,2025-11-03 17:12:11,success,,transform_view::iterator,Standard Library,C++,,,,Behavior Change,The iterator_category of transform_view::iterator was incorrect and did not consider the scenario where the transformation function returns an rvalue. This caused issues with modeling cpp17-forward-iterator and input_iterator that is not cpp17-input-iterator.,https://cplusplus.github.io/LWG/lwg-active.html#3301
406,https://wg21.link/lwg3005,2025-11-03 17:12:12,success,,make_shared / allocate_shared,[util.smartptr.shared.create],C++,,,,Behavior Change,The original requirement that initialized elements 'should be' destroyed in reverse order of their construction was revised to clarify that elements 'are' destroyed in reverse order of their original construction to account for cases where user code may reconstruct elements in different orders during their lifetimes.,https://cplusplus.github.io/LWG/issues/3005
405,https://wg21.link/lwg2843,2025-11-03 17:12:11,success,,std::pmr::memory_resource::do_allocate,std::pmr,C++,,,,Behavior Change,Clarification of behavior regarding alignment specifications for allocated storage to ensure alignment is honored and not silently truncated to max_align unless unsupported.,"Library Active Issues List (LWG Issue 2843, C++20 status)"
408,https://wg21.link/lwg3222,2025-11-03 17:12:15,success,,inclusive_scan,Standard Template Library (STL),C++,,,,Parameter Change,"P0574R1 introduced preconditions on non-existent parameters, requiring adjustments to correctly state requirements for specific overloads of the API.","Library Active Issues List, Issue 3222: https://wg21.link/P0574R1"
407,https://wg21.link/lwg3113,2025-11-03 17:12:14,success,,polymorphic_allocator::construct,Standard Template Library (STL),C++,,,N/A,Behavior Change,"The resolution to LWG 3113 addressed inconsistencies with the behavior between polymorphic_allocator::construct and scoped_allocator_adaptor::construct, ensuring that construction with polymorphic_allocator is correctly aligned to use lvalue qualification. It also clarified handling of arguments to prevent unintended copies and improve clarity in pair object construction.",https://cplusplus.github.io/LWG/issue3113
409,https://wg21.link/lwg3302,2025-11-03 17:12:17,success,,keys_view and values_view,<ranges>,C++,,,"elements_view<all_view<R>, 0> and elements_view<all_view<R>, 1>",Behavior Change,"The keys and values API were unspecified in the <ranges> header, and P1035R7 forgot to specify their functionality as `elements<0>` and `elements<1>`.",cplusplus/draft#3231
410,https://wg21.link/lwg3381,2025-11-03 17:12:18,success,,contiguous_range,ranges,C++,,,,Behavior Change,"The definition of the `contiguous_range` concept required `ranges::data(r)` to be valid but lacked the semantic consistency that `to_address(ranges::begin(r)) == ranges::data(r)`. This was corrected to ensure proper agreement between `begin` and `data`, maintaining consistency between the ranges `begin(r), end(r)` and `data(r) + [0, size(r)]`.",https://cplusplus.github.io/LWG/lwg-active.html#3381
412,https://wg21.link/lwg3006,2025-11-03 17:12:19,success,,basic_stringbuf,std (Standard Library),C++,,,,Behavior Change,"The behavior of the allocator for `basic_stringbuf` was clarified as defaulting to the allocator of the passed `basic_string`, rather than requiring a default-constructible allocator. This fixes inconsistencies and aligns implementation with a resolved proposal (P0408R7).",https://cplusplus.github.io/LWG/lwg-active.html#3006
414,https://wg21.link/lwg3224,2025-11-03 17:12:19,success,,zoned_time,time.zone,C++,,,,Behavior Change,"The `tp_` sub-element initialization was undefined in the `zoned_time(TimeZonePtr z)` constructor. The change ensures consistency with the `zoned_time(string_view)` constructor, which defaults initializes `tp_`.",https://cplusplus.github.io/LWG/issues/3224
411,https://wg21.link/lwg2849,2025-11-03 17:12:18,success,,copy_file,filesystem,C++,,,,Behavior Change,Clarification of error reporting behavior for better alignment with the filesystem specification,https://cplusplus.github.io/LWG/issues/2849
413,https://wg21.link/lwg3115,2025-11-03 17:12:19,success,,includes,algorithm,C++,,,,Behavior Change,"The previous description of the `includes` API was unclear and inconsistent with its design intent. It incorrectly explained the functionality, leading to unexpected results in implementations.",https://cplusplus.github.io/LWG/issues/3115
416,https://wg21.link/lwg3382,2025-11-03 17:12:23,success,,pair and array,Standard Library,C++,,,,Behavior Change,"Ensure that `std::array` and `std::pair` are non-type template parameters (NTTP) compatible by removing private members and base classes, and making them structural types to enhance template argument compatibility.",Library Active Issues List (Issue 3382)
415,https://wg21.link/lwg3303,2025-11-03 17:12:21,success,,destroy/destroy_n,memory,C++,N/A,N/A,N/A,Behavior Change,"P0784R7 erroneously added ""constexpr"" markers to overloads of `destroy` and `destroy_n` with ExecutionPolicy. Parallel algorithms should not be marked as ""constexpr"".",https://cplusplus.github.io/LWG/issues/3303
419,https://wg21.link/lwg3116,2025-11-03 17:12:26,success,,OUTERMOST_ALLOC_TRAITS,allocator.adaptor.members,C++,,,,Behavior Change,"The definition of OUTERMOST_ALLOC_TRAITS required adjustments for compatibility with allocator_traits to remove lvalue referenceness when used with decltype. Additionally, the wording for determining validity of outer_allocator() expression was refined to avoid ambiguity and improve precision.",https://wg21.link/lwg3116
418,https://wg21.link/lwg3007,2025-11-03 17:12:25,success,,allocate_shared,std::shared_ptr,C++,,,,Behavior Change,The allocate_shared function rebinding the allocator to the cv-unqualified value_type ensures compliance with [allocator.requirements] and resolves inconsistencies when handling subobjects of const or volatile types.,https://cplusplus.github.io/LWG/issues/3007
417,https://wg21.link/lwg2851,2025-11-03 17:12:25,success,,std::filesystem,filesystem,C++,,,,Behavior Change,"The numerical values of the enumerators in three enum classes were stripped, resulting in underspecified behavior for bitmask elements and distinct constants in the `file_type`, `copy_options`, and `directory_options` classes. This change was introduced to improve clarity and resolve inconsistencies in the specification.",https://cplusplus.github.io/LWG/lwg-active.html#2851
420,https://wg21.link/lwg3225,2025-11-03 17:12:26,success,,zoned_time,time.zone.zonedtime,C++,,,,Behavior Change,"The `zoned_time` converting constructor was previously marked as `noexcept`, which is incompatible with the underlying `time_point` constructor, as the latter is not marked `noexcept`. This discrepancy necessitated modification to accurately represent behavior and avoid false guarantees.",https://cplusplus.github.io/LWG/lwg-active.html#3225
422,https://wg21.link/lwg3383,2025-11-03 17:12:28,success,,operator<=> for leap and sys_time<Duration>,std::chrono,C++,,,operator<=> constrained by std::chrono::seconds instead of sys_seconds,Behavior Change,"The original constraint compared sys_seconds (a time point) with Duration (a duration type), which is incompatible. The change aligns the type constraint with the correct duration type, ensuring valid comparisons.",https://wg21.link/lwg3383
424,https://wg21.link/lwg3008,2025-11-03 17:12:29,success,,make_shared,util.smartptr.shared.create,C++,,,,Behavior Change,"Destruction semantics for subobjects created with `make_shared` and `allocate_shared` were not explicitly specified, leading to ambiguity in how objects are destroyed.",https://cplusplus.github.io/LWG/issues/3008
423,https://wg21.link/lwg2856,2025-11-03 17:12:29,success,,std::async,std (Standard Library),C++,,,,API Enhancement,"The destructor of the std::future returned from std::async blocks until the asynchronous operation completes. Discarding the std::async return value results in synchronous execution instead of concurrent execution, making the behavior counterintuitive and inefficient.",https://cplusplus.github.io/LWG/lwg-active.html#2856
425,https://wg21.link/lwg3119,2025-11-03 17:12:31,success,,program-defined type,Standard Library,C++,,,Updated definition including closure types,Behavior Change,"To address the ambiguity in the specification regarding whether closure types should be considered program-defined types, consistent with the intended use of program-defined types.",https://github.com/cplusplus/LWG/issues/3119
421,https://wg21.link/lwg3304,2025-11-03 17:12:27,success,,std::polymorphic_allocator,Standard Library,C++,,,,Behavior Change,"[[nodiscard]] annotation was added to the allocate and related functions for better code safety and usage awareness, to prevent potential misuse where allocation functions' return values are ignored.",https://cplusplus.github.io/LWG/issue3304
426,https://wg21.link/lwg3226,2025-11-03 17:12:31,success,,zoned_time,time.zone,C++,,,,Parameter Change,"The constructors for `zoned_time` with `string_view` and instances of another `zoned_time` did not accept `zoned_time` objects using a different `TimeZonePtr` representation, creating inconsistency with other constructors and requiring temporary object creation.",https://cplusplus.github.io/LWG/issues3226.html
427,https://wg21.link/lwg3307,2025-11-03 17:12:32,success,,std::allocator<void>().allocate(n),default.allocator,C++,C++20,C++20,std::allocator<T>::allocate,API Removal,"The explicit specialization of std::allocator<void> was removed because std::allocator<void> no longer serves a useful purpose. The primary template with allocate and deallocate members handles the use case adequately, simplifying the implementation.",https://cplusplus.github.io/LWG/lwg-issues.html#3307
428,https://wg21.link/lwg3384,2025-11-03 17:12:33,success,,transform_view::sentinel.operator-,C++ Standard Library,C++,,,,Behavior Change,Incorrect behavior in operator- implementation where sentinel and iterator members were incorrectly referenced.,https://cplusplus.github.io/LWG/issues/3384
433,https://wg21.link/lwg3310,2025-11-03 17:12:36,success,,allocate,mem.poly.allocator.mem,C++,C++20,,std::numeric_limits<size_t>::max(),API Replacement,It's better to use a C++ property (numeric_limits<size_t>::max()) than the C standard library macro SIZE_MAX for improved compatibility and transparency.,https://www.open-std.org/jtc1/sc22/wg21/docs/papers/N4835
431,https://wg21.link/lwg3122,2025-11-03 17:12:36,success,,__cpp_lib_chrono_udls,<chrono>,C++,,,,API Removal,"The macro was accidentally dropped between P0941R0 and P0941R1/P0941R2. It wasn't mentioned in the changelog, but the consensus was that its removal was unintentional.",https://cplusplus.github.io/LWG/library_active.html (Issue 3122)
429,https://wg21.link/lwg2859,2025-11-03 17:12:34,success,,launder,Standard Library,C++,,,,Behavior Change,"The definition of ""reachable"" in [ptr.launder] did not encompass cases involving pointer arithmetic from a pointer-interconvertible object. The behavior was updated to include this scenario.",https://wg21.link/2859
430,https://wg21.link/lwg3009,2025-11-03 17:12:35,success,,"std::size, std::empty, std::data",iterator.range,C++,,,,Behavior Change,"Before C++20, including `<string_view>` did not guarantee access to `std::size`, `std::empty`, and `std::data` free function templates. This was deemed surprising as these functions were expected to be accessible wherever `<string_view>` was included.",https://cplusplus.github.io/LWG/issues-list.html
435,https://wg21.link/lwg2870,2025-11-03 17:12:38,success,,polar,<complex>,C++,,,,Parameter Change,"The parameter 'theta' of 'polar' should be dependent on the template type parameter, requiring the default value to change from '0' to 'T()', ensuring type consistency.",https://cplusplus.github.io/LWG/2870
432,https://wg21.link/lwg3228,2025-11-03 17:12:36,success,,variant constructor,Standard Library (C++ STL),C++,,,,Behavior Change,"The behavior of `std::variant` construction was modified to handle type conversions differently due to the update introduced by P0608 and subsequently resolved by P1957R2. Previous behavior caused unexpected results when dealing with conversions like `ConvertibleToBool`, which was altered to align with intended usage and standards.",https://cplusplus.github.io/LWG/issues/3228.html
434,https://wg21.link/lwg3385,2025-11-03 17:12:37,success,,common_iterator,<iterator>,C++,,,,Behavior Change,"The existing implementation of `common_iterator` allowed it to be created from move-only iterators, but this resulted in `common_iterator` being non-copyable itself, which was inconsistent with its intended design and the expectations of algorithms dealing with C++17 iterators.",https://cplusplus.github.io/LWG/issues/3385
436,https://wg21.link/lwg3012,2025-11-03 17:12:38,success,,std::atomic<T>,C++ Standard Library,C++,,,,Behavior Change,"The type T used with std::atomic must fulfill stricter requirements including trivial copy/move construction and assignment. Previous definitions only required T to be trivially copyable, which was insufficient to ensure correct implementation of std::atomic operations like load and store.",https://cplusplus.github.io/LWG/issues/3012
440,https://wg21.link/lwg3386,2025-11-03 17:12:42,success,,elements_view,standard library (std),C++,,,,Behavior Change,"The `elements_view` API was modified because its behavior with the underlying range's sentinel was considered surprising or inconsistent. Specifically, the underlying range's sentinel could encode a generic predicate inappropriate for the adapted range, leading to unexpected behavior.",https://github.com/cplusplus/LWG/issues/3386
438,https://wg21.link/lwg3230,2025-11-03 17:12:41,success,,strftime year format specifiers (%y and %Y),Standard Library (time.parse),C++,,,"Locale alternative year format specifiers (%EY, %Ey, and %Oy)",Behavior Change,Inconsistency with the POSIX strftime specification regarding locale alternative representations for year format specifiers.,https://isocpp.org/files/papers/N4820.pdf
439,https://wg21.link/lwg3313,2025-11-03 17:12:41,success,,join_view::iterator::operator--,C++ Standard Library (ranges),C++,,,,Behavior Change,The original constraints did not account for the requirement that *--outer_ returns a common_range. This led to potential compilation issues when the requirement for common_range<range_reference_t<Base>> was not explicitly stated.,https://cplusplus.github.io/LWG/issue3313
443,https://wg21.link/lwg3127,2025-11-03 17:12:45,success,,basic_osyncstream::rdbuf,Standard Template Library (STL),C++,,,,Behavior Change,"The previous implementation was ill-formed as the `const` member function `rdbuf()` returned a pointer to non-const `syncbuf_type`, which required proper handling of constness to maintain consistency with other streams using embedded stream buffers.",https://cplusplus.github.io/LWG/issue3127
442,https://wg21.link/lwg3013,2025-11-03 17:12:44,success,,directory_iterator and recursive_directory_iterator,filesystem,C++,,,,Behavior Change,"The construction and traversal of directory_iterator and recursive_directory_iterator were initially marked noexcept, but further analysis showed they could require potentially throwing memory allocation due to initialization of the underlying directory_entry object or other operations like increment. The noexcept designation was removed to ensure accurate handling of exceptions in implementations.",https://cplusplus.github.io/LWG/lwg-active.html#3013
437,https://wg21.link/lwg3125,2025-11-03 17:12:41,success,,"operator<< for duration<Rep, Period>",time.duration.io,C++,,,,Behavior Change,"The original implementation relied on runtime checks, but all necessary information to enforce constraints is available at compile time. Changing this behavior ensures compile-time validation, improving usage and reliability.",https://isocpp.org/std/LWG/issues/3125
444,https://wg21.link/lwg3231,2025-11-03 17:12:45,success,,year_month_day_last::day,chrono,C++,,,,Behavior Change,"The previous specification did not account for behavior when the `year_month_day_last` value was not `ok()`, leading to ambiguity in situations like invalid month values (e.g., 14th month of the year). The resolution aligns the behavior with the rest of the library by making the returned value unspecified if `year_month_day_last::day` is called on an object with `!ok()`.",https://wg21.link/3231
441,https://wg21.link/lwg2894,2025-11-03 17:12:43,success,,std::invoke,Standard Library,C++,,,,Behavior Change,"The function template `std::invoke()` was not marked as `constexpr`, although `std::apply()` required it. This created inconsistency in the API, requiring implementations to use an internal constexpr version but making the public API non-constexpr. The resolution introduced `constexpr` in `std::invoke` for consistency and better usability.",https://cplusplus.github.io/LWG/lwg-active.html#2894
447,https://wg21.link/lwg2897,2025-11-03 17:12:49,success,,iterator and const_iterator,std::array,C++,,,,Behavior Change,"The change ensures that `iterator` and `const_iterator` in `std::array` meet the requirements of constexpr iterators, allowing them to be used in constant expressions.",https://cplusplus.github.io/LWG/issues/2897
445,https://wg21.link/lwg3314,2025-11-03 17:12:48,success,,operator<<,std::chrono,C++,,,,Behavior Change,"Clarified and updated behavior for stream insertion when Period::type is micro, particularly with regard to encoding considerations.",https://github.com/cplusplus/draft/issues/3314
449,https://wg21.link/lwg3128,2025-11-03 17:12:50,success,,rdbuf,strstream,C++,C++20,,,Behavior Change,The `rdbuf` API required a `const_cast` correction on `&sb` to address inconsistencies and align with proper implementation styles. This change was part of ongoing updates to deprecated APIs in the strstream library.,https://cplusplus.github.io/LWG/lwg-active.html#3128
446,https://wg21.link/lwg3387,2025-11-03 17:12:49,success,,reverse_view<V>,std::ranges,C++,,,,Behavior Change,"Previously, `reverse_view<V>` unintentionally required `range<const V>`. This resulted in compilation errors for scenarios like `x | views::filter(p) | views::reverse`, as `iterator_t<const filter_view<…>>` was invalid. The change resolves this by appropriately restricting the `begin` and `end` overloads with the constraint `common_range<const V>` or making them SFINAE contexts.",https://github.com/cplusplus/LWG/issues/3387
451,https://wg21.link/lwg3315,2025-11-03 17:12:51,success,,a.construct and a.destroy,std::allocator_traits,C++,C++17,C++20,construct_at and destroy_at functions,Behavior Change,The default behavior of a.construct and a.destroy was updated to align with the corresponding allocator traits methods (construct_at and destroy_at). The previous approach (::new and ::delete) did not match the specification for allocator traits.,https://cplusplus.github.io/LWG/issues/3315
448,https://wg21.link/lwg3014,2025-11-03 17:12:50,success,,"copy_file, create_directories, remove_all",std::filesystem,C++,,,,Behavior Change,"Previous versions included `noexcept` specifications for APIs that may require memory allocations or other operations potentially causing exceptions. The update removed `noexcept` to align with realistic behavior under certain implementations, such as using a dynamically allocated buffer for file copying or requiring temporary paths and iterators that could fail.",https://cplusplus.github.io/LWG/lwg-active.html#3014
450,https://wg21.link/lwg3232,2025-11-03 17:12:51,success,,zoned_time,time.zone,C++,,,,Behavior Change,"Inconsistency in `zoned_time` deduction guides resulted in implementations instantiating `zoned_time` with at least `seconds` precision for most cases, except one deduction guide. This inconsistency led to unnecessary code bloat and required an update to maintain design consistency.",Library Active Issues List (Issue 3232)
454,https://wg21.link/lwg3015,2025-11-03 17:12:55,success,,filesystem::copy,filesystem,C++,,,,Behavior Change,The behavior of `copy_options::unspecified` was underspecified and could lead to nondeterministic and potentially absurd behavior in directory copying operations.,"This change is outlined in the LWG issue 3015, as documented in the snapshot of the Library Active Issues List and proposed resolutions for N4687."
452,https://wg21.link/lwg3388,2025-11-03 17:12:52,success,,"range.iota.iterator, range.transform.iterator, range.elements.iterator",std::ranges,C++,,,,Behavior Change,"The previous implementation of `<=>` operators resulted in ill-formed code if `three_way_comparable<W>` constraints were not satisfied, due to instantiation of invalid type `compare_three_way_result_t<W>`. The resolution modified the operators to either safely disable them when constraints are not met or make them return `auto` for generic compatibility.",https://cplusplus.github.io/LWG/issues/3388
456,https://wg21.link/lwg3233,2025-11-03 17:12:56,success,,shared_ptr converting constructors,Standard Template Library (STL),C++,,,,Behavior Change,"To clarify and address broken requirements for `shared_ptr` converting constructors, particularly in cases involving `nullptr_t` overloads and constraints on move constructibility and type convertibility.",https://cplusplus.github.io/LWG/issues/3233
455,https://wg21.link/lwg3129,2025-11-03 17:12:55,success,,regex_token_iterator,std::regex,C++,,,,Behavior Change,"Incorrect pointer arithmetic was being performed in one of the `regex_token_iterator` constructors. The range `[&submatches, &submatches + N)` was used, which was incompatible with the intended pointer arithmetic behavior, leading to an incorrect initialization of member `subs`.",https://cplusplus.github.io/LWG/lwg-active.html#3129
457,https://wg21.link/lwg3316,2025-11-03 17:12:57,success,,utc_clock / utc_timepoint,N/A,C++,,,,Behavior Change,"The epoch of `utc_clock` was incorrectly defined. The standard clarified that the `utc_clock` should report relative to the official UTC epoch (1970-01-01 00:00:00 UTC, with proper adjustments for leap seconds). This aligns with the UTC time standard that officially began on 1972-01-01.",https://cplusplus.github.io/LWG/issues/issue3316
453,https://wg21.link/lwg2899,2025-11-03 17:12:55,success,,"tuple, optional, unique_ptr",standard C++ library,C++,,,,Behavior Change,"The move constructors and move assignment operators for tuple, optional, and unique_ptr are updated to return false for `is_(nothrow_)move_constructible` traits when their `Requires` clauses are not satisfied, improving consistency with similar traits for pair and variant.",https://cplusplus.github.io/LWG/lwg-issues.html#2899
459,https://wg21.link/lwg2929,2025-11-03 17:12:59,success,,basic_string::assign,N/A,C++,,,"assign(basic_string(n, c, get_allocator()))",Behavior Change,"The previous implementation misused 'Effects: Equivalent to' by requiring default-constructed allocators for temporaries, potentially causing observable side effects like unnecessary memory allocations and non-compilable scenarios when allocators were not default-constructible.",https://cplusplus.github.io/LWG/lwg-active.html#2929
458,https://wg21.link/lwg3389,2025-11-03 17:12:58,success,,counted_iterator,Standard Template Library (STL),C++,,,,Behavior Change,"The constructor of `counted_iterator` attempted to copy-construct the `current` member from the passed iterator, instead of move-constructing it, which was incompatible with move-only non-forward iterators as introduced by P1207R4 (Movability of single-pass iterators).",https://cplusplus.github.io/LWG/issues/3389
461,https://wg21.link/lwg3130,2025-11-03 17:13:02,success,,basic_istringstream,None,C++,,,,Behavior Change,Unary '&' requires the use of 'addressof' to prevent ADL hijacking when operands have user-provided template type parameters.,Library Active Issues List (Issue 3130: §[input.output] needs many addressof)
460,https://wg21.link/lwg3017,2025-11-03 17:13:01,success,,"splice_after, splice, merge","forward_list, list",C++,,,std::addressof(x),Behavior Change,"To ensure the library uses std::addressof for address comparison when handling list operations, as &x != this might produce undefined behavior.",https://cplusplus.github.io/LWG/issues/3017
464,https://wg21.link/lwg3390,2025-11-03 17:13:03,success,,make_move_iterator,Standard Library,C++,,,,Behavior Change,"The specification for `make_move_iterator` caused it to copy the iterator instead of moving it, making it incompatible with move-only iterators. This issue was addressed to support move-only, non-forward iterators introduced in the C++20 standard.",https://cplusplus.github.io/LWG/lwg3390.html
463,https://wg21.link/lwg3317,2025-11-03 17:13:03,success,,operator<<,time.duration.io,C++,,,,Behavior Change,"The operator<< for floating-point durations produces output with six digits after the decimal point and fails to use the stream's locale, leading to incorrect behavior for formatting floating-point durations.",https://cplusplus.github.io/LWG/issues/3317
462,https://wg21.link/lwg3235,2025-11-03 17:13:02,success,,parse manipulator,time.parse,C++,,,,Behavior Change,"Deduction failure due to invalid use of `nullptr` in conjunction with `basic_string<charT, traits, Alloc>*` during overloading. The `Remarks` clause caused the expression `from_stream(declval<basic_istream<charT, traits>*>(), fmt.c_str(), tp, nullptr, &offset)` to be invalid.",Snapshot from Library Active Issues List (linked document being N4830 draft: https://isocpp.org/files/papers/N4830.pdf)
466,https://wg21.link/lwg3018,2025-11-03 17:13:05,success,,shared_ptr,util.smartptr.shared,C++,,,,Behavior Change,"Clarification and correction to allow `shared_ptr` to support function pointer types as intended. Implementations overlooked this feature, as it wasn't explicitly clear in the standard wording.",Library Active Issues List (Issue 3018)
465,https://wg21.link/lwg2932,2025-11-03 17:13:03,success,,adjacent_find,Standard Library Parallel Algorithms,C++,,,,Behavior Change,"Constraints on parallel algorithm implementations were underspecified, leading to possible data races due to unsequenced calls on mutating element access functions (e.g., iterator increment/decrement) shared across threads without proper synchronization.",https://cplusplus.github.io/LWG/lwg-active.html#2932
467,https://wg21.link/lwg3131,2025-11-03 17:13:06,success,,addressof,std,C++,,,,Behavior Change,The library specification applies the unary operator '&' in certain cases where 'std::addressof' should be used to avoid unintended behavior in pointer operations.,https://cplusplus.github.io/LWG/lwg-issues.html#3131
470,https://wg21.link/lwg3393,2025-11-03 17:13:09,success,,__cpp_lib_coroutines,coroutine,C++,,,,Behavior Change,"To align with the naming convention established by SG-10 and eliminate the plural form 'coroutines', which was deemed inconsistent.",https://cplusplus.github.io/LWG/issues/3393
468,https://wg21.link/lwg3237,2025-11-03 17:13:07,success,,allocate_object,std::pmr::polymorphic_allocator,C++,,,,Behavior Change,"To ensure consistency in exception handling across allocation functions in the Standard Library. The change harmonizes the behavior of `allocate_object`, `allocator::allocate`, and `polymorphic_allocator::allocate` in throwing `bad_array_new_length` for requests exceeding representable size.",https://cplusplus.github.io/LWG/issue3237
469,https://wg21.link/lwg3318,2025-11-03 17:13:08,success,,"system_clock, sys_time<Duration>, steady_clock, high_resolution_clock, utc_clock, tai_clock, gps_clock, file_clock",time,C++,,,,Behavior Change,Clarify whether clocks represent time before their epoch and unify wording regarding negative time points for clocks with signed 'rep'.,https://cplusplus.github.io/LWG/issues/3318
